query_gene	target_gene
g19999	LOC145263840
g2	LOC145248399
g200	LOC145284706
g2000	LOC145260280
g20000	LOC145263842
g20001	LOC145263843
g20002	LOC145263843
g20003	LOC145263843
g20004	LOC145263843
g20005	LOC145263843
g20006	LOC145263844
g20007	LOC145263845
g20008	LOC145263848
g20009	LOC145263848
g2001	LOC145260277
g20010	LOC145263849
g20014	LOC145263857
g20015	LOC145263856
g20016	LOC145263858
g20017	LOC145263860
g20018	LOC145263861
g20019	LOC145263863
g2002	LOC145260276
g20020	LOC145263865
g20021	LOC145263865
g20022	LOC145263864
g20023	LOC145263864
g20024	LOC145263864
g20027	LOC145263868
g20029	LOC145263869
g2003	LOC145260274
g20030	LOC145263870
g20031	LOC145263871
g20032	LOC145263871
g20033	LOC145263871
g20034	LOC145263874
g20036	LOC145263875
g20037	LOC145263873
g20039	LOC145263876
g20040	LOC145263878
g20041	LOC145263879
g20042	LOC145263880
g20044	LOC145263927
g20045	LOC145263885
g20046	LOC145263885
g20048	LOC145263886
g2005	LOC145260273
g20056	LOC145263890
g20057	LOC145263888
g20058	LOC145263891
g20059	LOC145263896
g2006	LOC145260272
g20060	LOC145263896
g20061	LOC145263892
g20062	LOC145263894
g20063	LOC145263898
g20064	LOC145263896
g20066	LOC145265698
g20067	LOC145265707
g20068	LOC145265697
g20069	LOC145265696
g2007	LOC145260270
g20070	LOC145265287
g20071	LOC145265695
g20072	LOC145265695
g20073	LOC145265694
g20074	LOC145265693
g20075	LOC145265693
g20076	LOC145265285
g20077	LOC145265691
g20078	LOC145265691
g20079	LOC145265690
g2008	LOC145260269
g20080	LOC145265689
g20081	LOC145265284
g20082	LOC145265283
g20083	LOC145265281
g20084	LOC145265279
g20085	LOC145265687
g20086	LOC145265687
g20087	LOC145265275
g20088	LOC145265686
g20089	LOC145265269
g2009	LOC145260269
g20091	LOC145265268
g20094	LOC145265267
g20095	LOC145265264
g20096	LOC145265261
g20097	LOC145265257
g201	LOC145284706
g20100	LOC145265684
g20101	LOC145265256
g20102	LOC145265255
g20103	LOC145265253
g20105	LOC145265683
g20106	LOC145265682
g20107	LOC145265681
g20108	LOC145265349
g20109	LOC145265348
g20110	LOC145265348
g20111	LOC145265423
g20112	LOC145265421
g20113	LOC145265420
g20115	LOC145265419
g20117	LOC145265415
g20118	LOC145265415
g20119	LOC145265415
g20123	LOC145265412
g20124	LOC145265338
g20125	LOC145265721
g20126	LOC145265722
g20127	LOC145265724
g20128	LOC145265724
g20129	LOC145265725
g20130	LOC145265726
g20131	LOC145265727
g20132	LOC145265728
g20133	LOC145265729
g20134	LOC145265731
g20135	LOC145265391
g20136	LOC145265733
g20137	LOC145265734
g20138	LOC145265739
g20139	LOC145265740
g20140	LOC145265741
g20141	LOC145265742
g20142	LOC145265743
g20143	LOC145265746
g20144	LOC145265392
g20145	LOC145265392
g20146	LOC145265748
g20147	LOC145265750
g20148	LOC145265311
g20149	LOC145265311
g20150	LOC145265312
g20152	LOC145265313
g20153	LOC145265314
g20154	LOC145265752
g20155	LOC145265315
g20156	LOC145265316
g20157	LOC145265754
g20161	LOC145265680
g20164	LOC145265251
g20167	LOC145265755
g20168	LOC145265322
g20169	LOC145265324
g20171	LOC145265756
g20173	LOC145265336
g20174	LOC145265758
g20175	LOC145265393
g20176	LOC145265394
g20177	LOC145265394
g20180	LOC145265397
g20181	LOC145265396
g20182	LOC145265396
g20183	LOC145265400
g20184	LOC145265400
g20185	LOC145265398
g20186	LOC145265398
g20187	LOC145265401
g20188	LOC145265403
g20189	LOC145265402
g20190	LOC145265405
g20191	LOC145265408
g20192	LOC145265406
g20193	LOC145265407
g20194	LOC145265411
g20195	LOC145265406
g20196	LOC145265389
g20197	LOC145265389
g20198	LOC145265386
g20199	LOC145265388
g20200	LOC145265386
g20201	LOC145265386
g20202	LOC145265719
g20203	LOC145265718
g20204	LOC145265308
g20205	LOC145265716
g20206	LOC145265384
g20207	LOC145265383
g20208	LOC145265382
g20209	LOC145265380
g20210	LOC145265379
g20211	LOC145265378
g20212	LOC145265376
g20213	LOC145265375
g20214	LOC145265373
g20215	LOC145265373
g20217	LOC145265371
g20218	LOC145265713
g20220	LOC145265363
g20229	LOC145265457
g20230	LOC145265457
g20231	LOC145265455
g20232	LOC145265454
g20233	LOC145265452
g20234	LOC145265452
g20236	LOC145265452
g20237	LOC145265450
g20238	LOC145265449
g20242	LOC145265447
g20243	LOC145265441
g20244	LOC145265446
g20245	LOC145265647
g20246	LOC145265441
g20247	LOC145265442
g20248	LOC145265444
g20250	LOC145265440
g20251	LOC145265436
g20255	LOC145265458
g20256	LOC145265459
g20258	LOC145265649
g20260	LOC145265462
g20261	LOC145265462
g20262	LOC145265460
g20263	LOC145265463
g20264	LOC145265464
g20265	LOC145265465
g20266	LOC145265465
g20267	LOC145265467
g20268	LOC145265468
g20269	LOC145265468
g20272	LOC145265472
g20273	LOC145265473
g20274	LOC145265469
g20275	LOC145265470
g20277	LOC145265650
g20278	LOC145265474
g20279	LOC145265474
g20280	LOC145265475
g20281	LOC145265653
g20282	LOC145265476
g20292	LOC145265480
g20293	LOC145265480
g20294	LOC145265483
g20295	LOC145265482
g20296	LOC145265479
g20297	LOC145265485
g20298	LOC145265487
g20299	LOC145265487
g20300	LOC145265487
g20301	LOC145265489
g20302	LOC145265492
g20303	LOC145265492
g20304	LOC145265490
g20305	LOC145265490
g20306	LOC145265488
g20307	LOC145265492
g20308	LOC145265493
g20309	LOC145265494
g20316	LOC145265495
g20317	LOC145265495
g20329	LOC145265500
g20330	LOC145265500
g20332	LOC145265502
g20333	LOC145265764
g20334	LOC145265764
g20335	LOC145265764
g20336	LOC145265655
g20337	LOC145265503
g20338	LOC145265507
g20339	LOC145265505
g20340	LOC145265506
g20341	LOC145265508
g20342	LOC145265510
g20343	LOC145265657
g20344	LOC145265512
g20346	LOC145265513
g20347	LOC145265515
g20348	LOC145265515
g20349	LOC145265516
g20350	LOC145265518
g20351	LOC145265519
g20352	LOC145265518
g20353	LOC145265523
g20354	LOC145265524
g20355	LOC145265659
g20356	LOC145265520
g20357	LOC145265522
g20358	LOC145265524
g20359	LOC145265525
g20360	LOC145265530
g20362	LOC145265532
g20365	LOC145265535
g20366	LOC145265534
g20367	LOC145265534
g20368	LOC145265536
g20369	LOC145265541
g2037	LOC145291303
g20370	LOC145265543
g20371	LOC145265543
g20372	LOC145265545
g20373	LOC145265545
g20374	LOC145265547
g20375	LOC145265546
g20376	LOC145265548
g20377	LOC145265549
g20379	LOC145265551
g20380	LOC145265552
g20381	LOC145265553
g20382	LOC145265553
g20383	LOC145265553
g20385	LOC145265554
g20386	LOC145265554
g20387	LOC145265554
g20388	LOC145265554
g20389	LOC145265556
g20390	LOC145265559
g20391	LOC145265561
g20392	LOC145265560
g20393	LOC145265561
g20394	LOC145265566
g20395	LOC145265567
g20398	LOC145265569
g20399	LOC145265557
g20400	LOC145265557
g20401	LOC145265570
g20402	LOC145265570
g20404	LOC145265574
g20405	LOC145265574
g20411	LOC145265572
g20412	LOC145265766
g20413	LOC145265575
g20414	LOC145265576
g20415	LOC145265579
g20416	LOC145265578
g20417	LOC145265579
g20418	LOC145265579
g20419	LOC145265579
g20420	LOC145265583
g20421	LOC145265583
g20422	LOC145265583
g20423	LOC145265583
g20424	LOC145265584
g20425	LOC145265584
g20436	LOC145265676
g20437	LOC145265676
g20439	LOC145265676
g20440	LOC145265676
g20441	LOC145265676
g20442	LOC145265676
g20443	LOC145265676
g20444	LOC145265676
g20457	LOC145265587
g20458	LOC145265586
g2046	LOC145291302
g20460	LOC145265643
g20465	LOC145265642
g20466	LOC145265641
g20467	LOC145265640
g2047	LOC145291300
g20473	LOC145265633
g20474	LOC145265638
g20475	LOC145265633
g20477	LOC145265632
g20478	LOC145265630
g20479	LOC145265628
g20480	LOC145265627
g20481	LOC145265625
g20482	LOC145265625
g20483	LOC145265623
g20484	LOC145265624
g20485	LOC145265621
g20486	LOC145265622
g20487	LOC145265619
g20488	LOC145265618
g20489	LOC145265617
g2049	LOC145291294
g20490	LOC145265617
g20491	LOC145265615
g20492	LOC145265613
g20493	LOC145265608
g20494	LOC145265613
g20495	LOC145265610
g20496	LOC145265610
g20497	LOC145265611
g20498	LOC145265611
g2050	LOC145291294
g20500	LOC145266936
g20501	LOC145266928
g20502	LOC145266928
g20504	LOC145266889
g20507	LOC145266889
g20511	LOC145266837
g20512	LOC145266837
g20514	LOC145266837
g20515	LOC145266837
g20516	LOC145266811
g20517	LOC145266795
g20518	LOC145266779
g20519	LOC145266779
g2052	LOC145291294
g20520	LOC145266716
g20526	LOC145270574
g20527	LOC145270574
g2053	LOC145291292
g2054	LOC145291292
g20545	LOC145266347
g2055	LOC145291049
g20552	LOC145266422
g20557	LOC145266413
g20558	LOC145266413
g20559	LOC145266413
g2056	LOC145291048
g20561	LOC145266407
g20562	LOC145266403
g20563	LOC145266403
g20564	LOC145266369
g20566	LOC145266490
g20567	LOC145266490
g20568	LOC145266490
g20569	LOC145266504
g2057	LOC145291291
g20570	LOC145266511
g20571	LOC145266596
g20572	LOC145266601
g20573	LOC145266514
g20574	LOC145266602
g20575	LOC145266622
g20576	LOC145266537
g20577	LOC145266524
g20578	LOC145266524
g20579	LOC145266524
g20580	LOC145266573
g20581	LOC145266542
g20582	LOC145266634
g20583	LOC145266581
g20584	LOC145266589
g20585	LOC145266628
g20587	LOC145266611
g20589	LOC145266657
g2059	LOC145291287
g20590	LOC145266657
g20591	LOC145266665
g20592	LOC145266671
g20594	LOC145266689
g2060	LOC145291289
g20607	LOC145266278
g20608	LOC145266706
g20609	LOC145266706
g2061	LOC145291286
g20613	LOC145270556
g20616	LOC145272771
g20617	LOC145272771
g20618	LOC145272771
g20619	LOC145272771
g2062	LOC145291045
g20620	LOC145270512
g20621	LOC145270499
g20622	LOC145270499
g20624	LOC145270461
g20625	LOC145270461
g20626	LOC145270473
g20627	LOC145270443
g20628	LOC145270443
g20629	LOC145270443
g20630	LOC145270443
g20633	LOC145270423
g20634	LOC145270430
g20636	LOC145270411
g20639	LOC145270396
g20641	LOC145270368
g20643	LOC145272754
g20644	LOC145272754
g20645	LOC145272754
g20646	LOC145270326
g20647	LOC145270318
g20648	LOC145270350
g20649	LOC145270332
g20650	LOC145270312
g20651	LOC145270303
g20656	LOC145270300
g2066	LOC145291042
g20660	LOC145273058
g20663	LOC145270294
g20664	LOC145273042
g20665	LOC145270282
g20666	LOC145270282
g20667	LOC145270275
g20668	LOC145270267
g20669	LOC145270233
g20670	LOC145270222
g20672	LOC145270147
g20673	LOC145270138
g20676	LOC145270142
g20677	LOC145270142
g20678	LOC145270142
g2068	LOC145291285
g20680	LOC145270132
g20681	LOC145270111
g20683	LOC145270104
g20684	LOC145270104
g20686	LOC145270098
g20688	LOC145270092
g20689	LOC145270085
g20690	LOC145270085
g20693	LOC145270078
g20694	LOC145270013
g20695	LOC145269997
g20696	LOC145269944
g20699	LOC145269907
g20700	LOC145269886
g20702	LOC145269879
g20703	LOC145269857
g2071	LOC145291283
g2072	LOC145291282
g20726	LOC145272399
g20728	LOC145269813
g20729	LOC145269813
g2073	LOC145291280
g20730	LOC145269784
g20732	LOC145273010
g20733	LOC145269771
g20734	LOC145269663
g2074	LOC145291280
g20744	LOC145269610
g20745	LOC145269631
g20746	LOC145269631
g20759	LOC145270803
g20769	LOC145267281
g20771	LOC145267281
g20772	LOC145267297
g20773	LOC145267297
g20776	LOC145267333
g20779	LOC145267344
g20780	LOC145267360
g20781	LOC145267406
g20782	LOC145267406
g20783	LOC145267422
g20784	LOC145267438
g20785	LOC145267479
g20786	LOC145267505
g20787	LOC145267505
g20793	LOC145268446
g2080	LOC145291281
g2081	LOC145291281
g20811	LOC145271047
g20813	LOC145271035
g20814	LOC145268417
g20815	LOC145268438
g20818	LOC145268430
g20819	LOC145268423
g2082	LOC145291278
g20824	LOC145271002
g20825	LOC145268387
g20826	LOC145268372
g20828	LOC145268331
g20829	LOC145268324
g2083	LOC145291278
g20830	LOC145268277
g20831	LOC145268298
g20832	LOC145268298
g20833	LOC145268291
g20834	LOC145268274
g20835	LOC145268282
g20836	LOC145268226
g20837	LOC145268269
g20838	LOC145268243
g20839	LOC145268252
g2084	LOC145291278
g20840	LOC145268235
g20843	LOC145268214
g20844	LOC145270992
g20847	LOC145268210
g20848	LOC145268205
g20849	LOC145268209
g2085	LOC145291277
g20850	LOC145268197
g20851	LOC145268195
g20852	LOC145268180
g20853	LOC145268190
g20854	LOC145268183
g20855	LOC145268167
g20856	LOC145268157
g20857	LOC145268157
g20858	LOC145268131
g20859	LOC145268105
g2086	LOC145291276
g20860	LOC145268089
g20861	LOC145268053
g20862	LOC145268053
g20865	LOC145268037
g20866	LOC145268037
g2087	LOC145291276
g20871	LOC145268021
g20872	LOC145267985
g20873	LOC145267969
g20874	LOC145267958
g20876	LOC145267882
g20877	LOC145267866
g20878	LOC145267849
g20879	LOC145267823
g20884	LOC145267797
g20885	LOC145267797
g20886	LOC145267781
g20887	LOC145267703
g20888	LOC145267657
g20889	LOC145267657
g20891	LOC145267568
g20892	LOC145267615
g20901	LOC145268494
g20902	LOC145268531
g20903	LOC145268505
g20904	LOC145268531
g20905	LOC145268547
g20907	LOC145268547
g20908	LOC145268547
g20910	LOC145272940
g20915	LOC145268573
g20916	LOC145268573
g20917	LOC145268573
g20918	LOC145268573
g20919	LOC145268573
g20921	LOC145268573
g20926	LOC145268594
g20927	LOC145268594
g20928	LOC145268730
g20929	LOC145268737
g2093	LOC145291274
g20930	LOC145268737
g20934	LOC145268745
g20936	LOC145268760
g20937	LOC145268768
g20938	LOC145268773
g20939	LOC145268781
g2094	LOC145291274
g20940	LOC145268790
g20941	LOC145268817
g20942	LOC145268807
g20947	LOC145268825
g2095	LOC145291272
g2096	LOC145291273
g20963	LOC145268840
g20964	LOC145268840
g20965	LOC145268858
g20970	LOC145268860
g20971	LOC145268860
g20973	LOC145268940
g20975	LOC145268924
g20979	LOC145268864
g2098	LOC145291271
g20981	LOC145269030
g20984	LOC145269054
g20985	LOC145269054
g20986	LOC145269054
g20987	LOC145269054
g20988	LOC145269054
g20989	LOC145269054
g20990	LOC145269054
g20992	LOC145269160
g20993	LOC145269166
g20998	LOC145269201
g20999	LOC145271646
g2100	LOC145291269
g21001	LOC145269173
g21008	LOC145269208
g2101	LOC145291267
g21011	LOC145269215
g21012	LOC145269242
g21013	LOC145269242
g21014	LOC145269257
g21015	LOC145269257
g21016	LOC145271805
g21017	LOC145271805
g21018	LOC145271805
g2102	LOC145291267
g2104	LOC145291268
g2105	LOC145291266
g21051	LOC145269267
g2106	LOC145291265
g21061	LOC145283501
g21062	LOC145283500
g21063	LOC145283504
g21064	LOC145283505
g21065	LOC145283506
g21066	LOC145283506
g21067	LOC145283506
g21068	LOC145284094
g21069	LOC145283507
g2107	LOC145291608
g21070	LOC145283508
g21071	LOC145284035
g21072	LOC145284035
g21073	LOC145283509
g2108	LOC145291264
g21081	LOC145283510
g21082	LOC145283511
g21085	LOC145283512
g21086	LOC145283513
g21087	LOC145283513
g21089	LOC145283515
g2109	LOC145291264
g21092	LOC145269268
g21093	LOC145269271
g21095	LOC145269279
g21098	LOC145269279
g21099	LOC145269279
g2110	LOC145291263
g21100	LOC145269308
g21107	LOC145269333
g2111	LOC145291263
g21113	LOC145272023
g2112	LOC145291263
g21121	LOC145269340
g21122	LOC145269351
g21123	LOC145269365
g21125	LOC145269416
g21126	LOC145269416
g21127	LOC145269428
g21128	LOC145269446
g21129	LOC145269455
g21130	LOC145269462
g21131	LOC145272118
g21133	LOC145272994
g21134	LOC145272994
g21135	LOC145269482
g21136	LOC145269467
g21137	LOC145269473
g21139	LOC145269507
g21140	LOC145269507
g21141	LOC145269514
g21142	LOC145269514
g21145	LOC145269524
g21146	LOC145269539
g21147	LOC145269557
g21151	LOC145269567
g21153	LOC145269582
g21155	LOC145266964
g21156	LOC145266973
g21157	LOC145270586
g21160	LOC145266987
g21163	LOC145266993
g21168	LOC145266994
g21169	LOC145266994
g21170	LOC145266995
g21171	LOC145272865
g21175	LOC145270594
g21176	LOC145270605
g21177	LOC145272897
g21178	LOC145267002
g21179	LOC145267012
g21181	LOC145267033
g21182	LOC145267060
g21183	LOC145267053
g21184	LOC145267086
g21185	LOC145267089
g21186	LOC145267119
g21187	LOC145267119
g21188	LOC145267119
g21190	LOC145267125
g21191	LOC145267133
g21194	LOC145267139
g21197	LOC145267139
g21198	LOC145267139
g21202	LOC145270637
g2121	LOC145291261
g21217	LOC145267170
g21218	LOC145267183
g21219	LOC145267198
g21221	LOC145267203
g21222	LOC145267203
g21223	LOC145267213
g21224	LOC145267223
g21226	LOC145267249
g21229	LOC145252711
g21230	LOC145252711
g21231	LOC145252711
g21232	LOC145252709
g21233	LOC145252705
g21234	LOC145252351
g21235	LOC145252703
g21236	LOC145252702
g21237	LOC145252701
g21238	LOC145252700
g21239	LOC145252700
g21240	LOC145252699
g21241	LOC145252698
g21242	LOC145252695
g21244	LOC145252696
g21245	LOC145252348
g21246	LOC145252694
g21249	LOC145252713
g21250	LOC145252713
g21251	LOC145252712
g21252	LOC145252712
g21253	LOC145252716
g21254	LOC145266630
g21255	LOC145266631
g21256	LOC145266631
g21257	LOC145266633
g21258	LOC145266633
g21259	LOC145266633
g21260	LOC145266633
g21261	LOC145266633
g21262	LOC145266696
g21269	LOC145266635
g21270	LOC145266635
g21271	LOC145266636
g21273	LOC145266518
g21274	LOC145266518
g21275	LOC145266513
g21278	LOC145266515
g21283	LOC145266512
g21284	LOC145266510
g21285	LOC145266713
g21286	LOC145266713
g21287	LOC145266509
g21290	LOC145266519
g21291	LOC145266520
g21292	LOC145266520
g21293	LOC145266681
g21298	LOC145266682
g21299	LOC145266714
g21300	LOC145266714
g21305	LOC145266521
g21307	LOC145266522
g2131	LOC145291260
g21312	LOC145266525
g21313	LOC145266523
g21314	LOC145266525
g21315	LOC145266525
g21318	LOC145266715
g21319	LOC145266527
g21320	LOC145266527
g21321	LOC145266528
g21322	LOC145266529
g21323	LOC145266531
g21324	LOC145266530
g21325	LOC145266530
g21326	LOC145266532
g21327	LOC145266539
g21328	LOC145266539
g21331	LOC145266536
g21332	LOC145266536
g21333	LOC145266538
g21334	LOC145266538
g21335	LOC145266719
g21336	LOC145266720
g21337	LOC145266535
g21338	LOC145266540
g21340	LOC145266552
g21341	LOC145266553
g21342	LOC145266553
g21343	LOC145266570
g21344	LOC145266571
g21345	LOC145266572
g21346	LOC145266574
g21347	LOC145266575
g21348	LOC145266575
g21349	LOC145266575
g21350	LOC145266575
g21351	LOC145266576
g21352	LOC145266577
g21354	LOC145266561
g21355	LOC145266561
g21356	LOC145266560
g21357	LOC145266562
g21359	LOC145274689
g21360	LOC145266565
g21361	LOC145266564
g21362	LOC145266566
g21363	LOC145266567
g21364	LOC145266568
g21365	LOC145266578
g21366	LOC145266579
g21367	LOC145266583
g21368	LOC145266580
g21369	LOC145266582
g21370	LOC145266585
g21371	LOC145266584
g21373	LOC145266586
g21374	LOC145266587
g21375	LOC145266590
g21376	LOC145266591
g21377	LOC145266591
g21378	LOC145266592
g21379	LOC145266592
g21380	LOC145266592
g21383	LOC145266593
g21384	LOC145266594
g21385	LOC145266595
g21386	LOC145266595
g21389	LOC145266599
g21390	LOC145266600
g21391	LOC145266600
g21392	LOC145266600
g21393	LOC145266600
g21394	LOC145266603
g21395	LOC145266604
g21396	LOC145266605
g21397	LOC145266606
g21398	LOC145266607
g21399	LOC145266607
g21400	LOC145266607
g21401	LOC145266607
g21402	LOC145263096
g21403	LOC145266608
g21404	LOC145266610
g21405	LOC145266610
g21406	LOC145266610
g21407	LOC145266610
g21408	LOC145266610
g21409	LOC145266612
g21410	LOC145266614
g21411	LOC145266615
g21412	LOC145266616
g21413	LOC145266617
g21414	LOC145266619
g21415	LOC145266620
g21416	LOC145266621
g21417	LOC145266621
g21418	LOC145266623
g21420	LOC145266627
g21421	LOC145266624
g21422	LOC145266625
g21423	LOC145266626
g21424	LOC145266627
g21425	LOC145266283
g21426	LOC145266286
g21427	LOC145266287
g21428	LOC145266287
g21429	LOC145266288
g21430	LOC145266289
g21431	LOC145266290
g21432	LOC145266298
g21433	LOC145266302
g21434	LOC145266291
g21435	LOC145266293
g21439	LOC145266294
g21440	LOC145266294
g21441	LOC145266295
g21442	LOC145266294
g21443	LOC145266294
g21445	LOC145266296
g21446	LOC145266297
g21447	LOC145266301
g21448	LOC145266300
g21449	LOC145266300
g21450	LOC145266303
g21451	LOC145266303
g21452	LOC145266303
g21454	LOC145266305
g21455	LOC145266386
g21456	LOC145266386
g21457	LOC145266309
g21460	LOC145266697
g21461	LOC145266312
g21462	LOC145266312
g21463	LOC145266314
g21464	LOC145266313
g21465	LOC145266314
g21466	LOC145266314
g21467	LOC145266315
g21468	LOC145266316
g21469	LOC145266351
g21470	LOC145266351
g21471	LOC145266350
g21472	LOC145266349
g21473	LOC145266346
g21474	LOC145266346
g21475	LOC145266346
g21476	LOC145266344
g21477	LOC145266343
g21478	LOC145266348
g21479	LOC145266348
g21481	LOC145266342
g21482	LOC145266340
g21483	LOC145266342
g21484	LOC145266341
g21485	LOC145266339
g21492	LOC145266338
g21493	LOC145266338
g215	LOC145299692
g21510	LOC145266337
g21511	LOC145266336
g21512	LOC145266335
g21513	LOC145266334
g21514	LOC145266333
g21515	LOC145266333
g21516	LOC145266330
g21517	LOC145266322
g21519	LOC145266325
g21520	LOC145266326
g21521	LOC145266327
g21522	LOC145266327
g21523	LOC145266326
g21526	LOC145266327
g21527	LOC145266701
